,date,PM 2.5,Station
242,2021-08-31,19.0,Provence-Alpes-Côte d'Azur
243,2021-09-01,22.0,Provence-Alpes-Côte d'Azur
244,2021-09-02,24.0,Provence-Alpes-Côte d'Azur
245,2021-09-03,29.0,Provence-Alpes-Côte d'Azur
246,2021-09-04,31.0,Provence-Alpes-Côte d'Azur
247,2021-09-05,27.0,Provence-Alpes-Côte d'Azur
248,2021-09-06,29.0,Provence-Alpes-Côte d'Azur
249,2021-09-07,37.0,Provence-Alpes-Côte d'Azur
250,2021-09-08,44.0,Provence-Alpes-Côte d'Azur
251,2021-09-09,47.0,Provence-Alpes-Côte d'Azur
252,2021-09-10,50.0,Provence-Alpes-Côte d'Azur
253,2021-09-11,45.0,Provence-Alpes-Côte d'Azur
254,2021-09-12,44.0,Provence-Alpes-Côte d'Azur
255,2021-09-13,38.0,Provence-Alpes-Côte d'Azur
256,2021-09-14,29.0,Provence-Alpes-Côte d'Azur
257,2021-09-15,36.0,Provence-Alpes-Côte d'Azur
258,2021-09-16,28.0,Provence-Alpes-Côte d'Azur
259,2021-09-17,20.0,Provence-Alpes-Côte d'Azur
260,2021-09-18,20.0,Provence-Alpes-Côte d'Azur
261,2021-09-19,17.0,Provence-Alpes-Côte d'Azur
262,2021-09-20,9.0,Provence-Alpes-Côte d'Azur
263,2021-09-21,9.0,Provence-Alpes-Côte d'Azur
264,2021-09-22,18.0,Provence-Alpes-Côte d'Azur
265,2021-09-23,28.0,Provence-Alpes-Côte d'Azur
266,2021-09-24,27.0,Provence-Alpes-Côte d'Azur
267,2021-09-25,28.0,Provence-Alpes-Côte d'Azur
268,2021-09-26,33.0,Provence-Alpes-Côte d'Azur
269,2021-09-27,48.0,Provence-Alpes-Côte d'Azur
270,2021-09-28,47.0,Provence-Alpes-Côte d'Azur
271,2021-09-29,42.0,Provence-Alpes-Côte d'Azur
272,2021-09-30,31.0,Provence-Alpes-Côte d'Azur
273,2021-10-01,29.0,Provence-Alpes-Côte d'Azur
274,2021-10-02,32.0,Provence-Alpes-Côte d'Azur
275,2021-10-03,35.0,Provence-Alpes-Côte d'Azur
276,2021-10-04,29.0,Provence-Alpes-Côte d'Azur
277,2021-10-05,29.574744661095636,Provence-Alpes-Côte d'Azur
