,date,PM 2.5,Station
687,2022-11-19,35.0,Normandie
688,2022-11-20,37.0,Normandie
689,2022-11-21,32.0,Normandie
690,2022-11-22,19.0,Normandie
691,2022-11-23,32.0,Normandie
692,2022-11-24,32.0,Normandie
693,2022-11-25,27.0,Normandie
694,2022-11-26,40.39888164026095,Normandie
695,2022-11-27,40.39888164026095,Normandie
696,2022-11-28,40.39888164026095,Normandie
697,2022-11-29,40.39888164026095,Normandie
698,2022-11-30,40.39888164026095,Normandie
699,2022-12-01,86.0,Normandie
700,2022-12-02,85.0,Normandie
701,2022-12-03,86.0,Normandie
702,2022-12-04,79.0,Normandie
703,2022-12-05,99.0,Normandie
704,2022-12-06,71.0,Normandie
705,2022-12-07,96.0,Normandie
706,2022-12-08,91.0,Normandie
707,2022-12-09,70.0,Normandie
708,2022-12-10,77.0,Normandie
709,2022-12-11,70.0,Normandie
710,2022-12-12,82.0,Normandie
711,2022-12-13,79.0,Normandie
712,2022-12-14,92.0,Normandie
713,2022-12-15,84.0,Normandie
714,2022-12-16,79.0,Normandie
715,2022-12-17,108.0,Normandie
716,2022-12-18,92.0,Normandie
717,2022-12-19,38.0,Normandie
718,2022-12-20,35.0,Normandie
719,2022-12-21,35.0,Normandie
720,2022-12-22,35.0,Normandie
721,2022-12-23,27.0,Normandie
722,2022-12-24,46.0,Normandie
723,2022-12-25,26.0,Normandie
724,2022-12-26,26.0,Normandie
725,2022-12-27,38.0,Normandie
726,2022-12-28,19.0,Normandie
727,2022-12-29,32.0,Normandie
728,2022-12-30,18.0,Normandie
729,2022-12-31,27.0,Normandie
730,2023-01-01,33.0,Normandie
731,2023-01-02,27.0,Normandie
732,2023-01-03,34.0,Normandie
733,2023-01-04,15.0,Normandie
734,2023-01-05,25.0,Normandie
735,2023-01-06,13.0,Normandie
736,2023-01-07,25.0,Normandie
737,2023-01-08,18.0,Normandie
738,2023-01-09,24.0,Normandie
739,2023-01-10,26.0,Normandie
740,2023-01-11,31.0,Normandie
741,2023-01-12,21.0,Normandie
742,2023-01-13,37.0,Normandie
743,2023-01-14,21.0,Normandie
744,2023-01-15,13.0,Normandie
745,2023-01-16,21.0,Normandie
746,2023-01-17,56.0,Normandie
747,2023-01-18,50.0,Normandie
748,2023-01-19,68.0,Normandie
749,2023-01-20,63.0,Normandie
750,2023-01-21,61.0,Normandie
751,2023-01-22,80.0,Normandie
752,2023-01-23,71.0,Normandie
753,2023-01-24,84.0,Normandie
754,2023-01-25,112.0,Normandie
755,2023-01-26,68.0,Normandie
756,2023-01-27,35.0,Normandie
757,2023-01-28,56.0,Normandie
758,2023-01-29,78.0,Normandie
759,2023-01-30,51.0,Normandie
760,2023-01-31,60.0,Normandie
761,2023-02-01,49.0,Normandie
762,2023-02-02,30.0,Normandie
763,2023-02-03,24.0,Normandie
764,2023-02-04,37.0,Normandie
765,2023-02-05,39.0,Normandie
766,2023-02-06,58.0,Normandie
767,2023-02-07,64.0,Normandie
768,2023-02-08,78.0,Normandie
