,Date,Station,PM 2.5
138,2021-05-02,Bourgogne-Franche-Comté,38.0
139,2021-05-03,,27.58744394618834
140,2021-05-04,Bourgogne-Franche-Comté,30.0
142,2021-05-05,Bourgogne-Franche-Comté,7.0
143,2021-05-06,Bourgogne-Franche-Comté,12.0
144,2021-05-07,Bourgogne-Franche-Comté,21.0
145,2021-05-08,,27.58744394618834
146,2021-05-09,Bourgogne-Franche-Comté,32.0
148,2021-05-10,Bourgogne-Franche-Comté,17.0
149,2021-05-11,Bourgogne-Franche-Comté,17.0
150,2021-05-12,Bourgogne-Franche-Comté,15.0
151,2021-05-13,Bourgogne-Franche-Comté,19.0
152,2021-05-14,Bourgogne-Franche-Comté,14.0
153,2021-05-15,Bourgogne-Franche-Comté,18.0
154,2021-05-16,,27.58744394618834
155,2021-05-17,Bourgogne-Franche-Comté,13.0
157,2021-05-18,Bourgogne-Franche-Comté,13.0
158,2021-05-19,Bourgogne-Franche-Comté,16.0
159,2021-05-20,Bourgogne-Franche-Comté,12.0
160,2021-05-21,Bourgogne-Franche-Comté,15.0
161,2021-05-22,Bourgogne-Franche-Comté,16.0
162,2021-05-23,,27.58744394618834
163,2021-05-24,Bourgogne-Franche-Comté,11.0
165,2021-05-25,,27.58744394618834
166,2021-05-26,Bourgogne-Franche-Comté,13.0
167,2021-05-27,Bourgogne-Franche-Comté,16.0
168,2021-05-28,Bourgogne-Franche-Comté,14.0
169,2021-05-29,Bourgogne-Franche-Comté,15.0
170,2021-05-30,Bourgogne-Franche-Comté,17.0
172,2021-05-31,Bourgogne-Franche-Comté,13.0
173,2021-06-01,Bourgogne-Franche-Comté,28.0
174,2021-06-02,,27.58744394618834
175,2021-06-03,,27.58744394618834
176,2021-06-04,,27.58744394618834
177,2021-06-05,Bourgogne-Franche-Comté,40.0
179,2021-06-06,,27.58744394618834
180,2021-06-07,,27.58744394618834
181,2021-06-08,Bourgogne-Franche-Comté,28.0
183,2021-06-09,,27.58744394618834
184,2021-06-10,Bourgogne-Franche-Comté,34.0
186,2021-06-11,Bourgogne-Franche-Comté,29.0
187,2021-06-12,,27.58744394618834
188,2021-06-13,Bourgogne-Franche-Comté,23.0
190,2021-06-14,Bourgogne-Franche-Comté,19.0
191,2021-06-15,Bourgogne-Franche-Comté,18.0
192,2021-06-16,,27.58744394618834
193,2021-06-17,Bourgogne-Franche-Comté,28.0
195,2021-06-18,Bourgogne-Franche-Comté,40.0
196,2021-06-19,Bourgogne-Franche-Comté,36.0
197,2021-06-20,,27.58744394618834
198,2021-06-21,,27.58744394618834
199,2021-06-22,Bourgogne-Franche-Comté,6.0
201,2021-06-23,Bourgogne-Franche-Comté,7.0
202,2021-06-24,Bourgogne-Franche-Comté,8.0
203,2021-06-25,Bourgogne-Franche-Comté,19.0
204,2021-06-26,Bourgogne-Franche-Comté,24.0
205,2021-06-27,Bourgogne-Franche-Comté,20.0
206,2021-06-28,Bourgogne-Franche-Comté,22.0
207,2021-06-29,Bourgogne-Franche-Comté,10.0
208,2021-06-30,Bourgogne-Franche-Comté,10.0
209,2021-07-01,Bourgogne-Franche-Comté,5.0
210,2021-07-02,Bourgogne-Franche-Comté,22.0
211,2021-07-03,Bourgogne-Franche-Comté,24.0
212,2021-07-04,Bourgogne-Franche-Comté,27.0
213,2021-07-05,Bourgogne-Franche-Comté,9.0
214,2021-07-06,Bourgogne-Franche-Comté,12.0
215,2021-07-07,Bourgogne-Franche-Comté,11.0
216,2021-07-08,Bourgogne-Franche-Comté,30.0
217,2021-07-09,Bourgogne-Franche-Comté,15.0
218,2021-07-10,Bourgogne-Franche-Comté,9.0
219,2021-07-11,Bourgogne-Franche-Comté,19.0
220,2021-07-12,Bourgogne-Franche-Comté,12.0
221,2021-07-13,Bourgogne-Franche-Comté,15.0
222,2021-07-14,Bourgogne-Franche-Comté,11.0
223,2021-07-15,Bourgogne-Franche-Comté,24.0
224,2021-07-16,Bourgogne-Franche-Comté,14.0
225,2021-07-17,Bourgogne-Franche-Comté,7.0
226,2021-07-18,,27.58744394618834
227,2021-07-19,Bourgogne-Franche-Comté,32.0
228,2021-07-20,Bourgogne-Franche-Comté,21.0
229,2021-07-21,Bourgogne-Franche-Comté,48.0
231,2021-07-22,,27.58744394618834
232,2021-07-23,Bourgogne-Franche-Comté,58.0
234,2021-07-24,,27.58744394618834
